variable,step,date,filename,width,height,crs,resolution,n_bands,total_pixels,valid_pixels,nodata_pixels,coverage_%,mean,std,min,max,p25,median,p75,cv_%
laiCab,GPR,2024-03-10,laiCab_2024-03-10.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-03-15,laiCab_2024-03-15.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.1051,0.1248,0.0,1.2146,0.0404,0.0686,0.1089,118.81
laiCab,GPR,2024-03-20,laiCab_2024-03-20.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,4048,41890,8.81,0.2138,0.197,0.0057,1.1342,0.0687,0.148,0.2827,92.11
laiCab,GPR,2024-03-25,laiCab_2024-03-25.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-03-30,laiCab_2024-03-30.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.1578,0.1538,0.0,1.3529,0.0709,0.099,0.1727,97.48
laiCab,GPR,2024-04-09,laiCab_2024-04-09.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,35,45903,0.08,0.0901,0.0377,0.0224,0.1784,0.0728,0.0818,0.1146,41.87
laiCab,GPR,2024-04-14,laiCab_2024-04-14.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.1419,0.1314,0.0,1.2947,0.0649,0.0988,0.155,92.59
laiCab,GPR,2024-04-29,laiCab_2024-04-29.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-05-19,laiCab_2024-05-19.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,11485,34453,25.0,0.0824,0.0601,0.0,0.5757,0.0514,0.0731,0.0919,72.94
laiCab,GPR,2024-06-18,laiCab_2024-06-18.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,17333,28605,37.73,1.2792,1.018,0.0,3.1318,0.2443,1.195,2.249,79.58
laiCab,GPR,2024-06-28,laiCab_2024-06-28.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,12124,33814,26.39,1.3583,0.7786,0.0059,2.6634,0.5743,1.4016,2.1169,57.32
laiCab,GPR,2024-07-23,laiCab_2024-07-23.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,16149,29789,35.15,0.6286,0.554,0.0,2.8574,0.1873,0.396,1.0471,88.13
laiCab,GPR,2024-08-02,laiCab_2024-08-02.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-08-07,laiCab_2024-08-07.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,16571,29367,36.07,0.4829,0.6879,0.0,2.6516,0.0762,0.1582,0.485,142.47
laiCab,GPR,2024-08-17,laiCab_2024-08-17.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.4024,0.6519,0.0,2.6389,0.0502,0.0699,0.3215,162.03
laiCab,GPR,2024-08-22,laiCab_2024-08-22.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-08-27,laiCab_2024-08-27.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,2627,43311,5.72,0.0644,0.0908,0.0,0.5662,0.0113,0.0353,0.0689,141.07
laiCab,GPR,2024-09-06,laiCab_2024-09-06.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.324,0.3638,0.0025,1.9095,0.0584,0.1523,0.4938,112.31
laiCab,GPR,2024-09-11,laiCab_2024-09-11.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,9121,36817,19.86,0.1596,0.2032,0.0,1.5272,0.0584,0.0822,0.1476,127.31
laiCab,GPR,2024-09-16,laiCab_2024-09-16.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,3169,42769,6.9,0.8923,0.8704,0.0178,2.6706,0.1209,0.3123,1.7846,97.54
laiCab,GPR,2024-09-21,laiCab_2024-09-21.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18564,27374,40.41,0.536,0.5912,0.0,2.5018,0.1351,0.2696,0.7047,110.31
laiCab,GPR,2024-09-26,laiCab_2024-09-26.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-10-01,laiCab_2024-10-01.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,8302,37636,18.07,1.2036,0.841,0.0,2.8709,0.3067,1.2428,1.9818,69.87
laiCab,GPR,2024-10-06,laiCab_2024-10-06.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-10-11,laiCab_2024-10-11.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,251,45687,0.55,0.4281,0.0949,0.1354,0.6625,0.373,0.4366,0.4815,22.17
laiCab,GPR,2024-10-16,laiCab_2024-10-16.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,3245,42693,7.06,1.3173,0.4964,0.0,2.2109,1.2469,1.4262,1.6529,37.68
laiCab,GPR,2024-10-21,laiCab_2024-10-21.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,11155,34783,24.28,1.1879,0.6152,0.0,2.3642,0.5597,1.4319,1.6524,51.79
laiCab,GPR,2024-10-26,laiCab_2024-10-26.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-10-31,laiCab_2024-10-31.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,17504,28434,38.1,0.9747,0.7169,0.0,2.5226,0.2,0.9936,1.6946,73.55
laiCab,GPR,2024-11-15,laiCab_2024-11-15.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,3573,42365,7.78,0.646,0.4932,0.0,2.0508,0.2211,0.5737,0.8843,76.34
laiCab,GPR,2024-11-25,laiCab_2024-11-25.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,16196,29742,35.26,0.6324,0.5264,0.0,2.1694,0.1687,0.4076,1.0466,83.24
laiCab,GPR,2024-11-30,laiCab_2024-11-30.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,0,45938,0.0,,,,,,,,
laiCab,GPR,2024-12-05,laiCab_2024-12-05.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,11776,34162,25.63,0.3218,0.3157,0.0,1.5553,0.0848,0.1997,0.4129,98.11
laiCab,GPR,2024-12-10,laiCab_2024-12-10.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18110,27828,39.42,0.1819,0.1547,0.0,1.1642,0.0767,0.1291,0.2366,85.03
laiCab,GPR,2024-12-15,laiCab_2024-12-15.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18510,27428,40.29,0.1533,0.1208,0.0,1.0386,0.0758,0.1141,0.1964,78.79
laiCab,GPR,2024-12-20,laiCab_2024-12-20.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,2923,43015,6.36,0.0985,0.0542,0.0,0.7666,0.0671,0.095,0.1212,54.97
laiCab,GPR,2024-12-25,laiCab_2024-12-25.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,18146,27792,39.5,0.1352,0.1143,0.0,1.0252,0.0686,0.1014,0.1594,84.54
laiCab,GPR,2024-12-30,laiCab_2024-12-30.tif,223,206,EPSG:4326,0.0001796630568239043,1,45938,11468,34470,24.96,0.2047,0.1322,0.0,0.8596,0.1082,0.1956,0.2617,64.6
